"[all run data]","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners"
,"50","50","49","50","48","50","48","50","48","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"50","50","49","50","48","50","48","50","48","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"50","50","49","50","48","50","48","50","48","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"50","50","49","50","48","50","48","50","48","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"50","50","49","50","48","50","48","50","48","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"50","48","48","49","45","49","47","50","43","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"50","48","48","49","45","49","47","50","43","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"50","48","48","49","45","49","47","50","43","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"50","48","48","49","45","49","47","50","43","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"50","48","48","49","45","49","47","50","43","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"47","46","45","46","42","47","46","49","38","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"47","46","45","46","42","47","46","49","38","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"47","46","45","46","42","47","46","49","38","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"47","46","45","46","42","47","46","49","38","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"47","46","45","46","42","47","46","49","38","50","50","50","50","50","49","49","50","50","50","50","49","50","50","50","50","50","50","50","50","50"
,"42","44","43","44","36","44","41","42","37","47","50","49","50","50","49","48","50","50","50","50","49","50","50","50","50","49","50","50","50","50"
,"42","44","43","44","36","44","41","42","37","47","50","49","50","50","49","48","50","50","50","50","49","50","50","50","50","49","50","50","50","50"
,"42","44","43","44","36","44","41","42","37","47","50","49","50","50","49","48","50","50","50","50","49","50","50","50","50","49","50","50","50","50"
,"42","44","43","44","36","44","41","42","37","47","50","49","50","50","49","48","50","50","50","50","49","50","50","50","50","49","50","50","50","50"
,"42","44","43","44","36","44","41","42","37","47","50","49","50","50","49","48","50","50","50","50","49","50","50","50","50","49","50","50","50","50"
,"40","42","40","41","33","43","40","39","33","39","50","49","50","50","49","48","50","50","50","50","49","50","50","50","50","49","50","50","50","50"
