"[all run data]","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters"
,"51","58","56","43","51","79","57","47","54","47","80","63","52","41","89","58","86","57","44","40","51","48","46","79","47","39","65","51","51","70"
,"51","60","56","42","50","78","57","48","54","47","81","64","52","42","89","59","88","58","44","39","51","48","46","80","47","37","67","53","50","70"
,"51","60","57","42","50","78","58","47","54","46","81","64","52","42","91","59","87","58","44","39","50","48","46","81","47","37","70","52","50","70"
,"52","60","57","42","49","78","59","47","54","45","82","64","52","42","91","60","88","62","44","39","50","47","46","83","47","36","71","52","49","70"
,"53","60","58","42","49","78","60","47","54","45","82","65","52","42","93","60","88","65","44","39","51","47","46","84","48","36","72","52","48","70"
,"54","60","58","42","47","78","62","47","53","45","81","65","52","43","95","62","89","68","43","39","52","48","46","88","48","36","74","52","48","73"
,"57","60","58","42","45","78","65","47","54","45","82","65","51","43","96","64","89","71","43","36","51","49","46","90","48","36","73","52","47","73"
,"57","60","59","42","46","78","64","47","55","45","83","65","51","43","96","64","88","75","43","36","50","50","46","94","47","36","75","52","47","74"
,"57","60","58","42","46","76","65","47","55","45","85","66","51","43","96","64","91","77","43","35","49","51","45","100","47","36","75","52","47","74"
,"58","60","58","42","47","76","67","47","56","45","86","65","51","42","96","64","92","78","43","35","49","52","44","105","47","36","75","51","48","74"
,"59","60","57","42","48","77","67","46","57","45","89","65","51","41","97","65","93","80","43","35","49","52","43","107","47","36","76","50","48","75"
,"60","60","57","42","48","77","70","46","59","47","91","64","53","41","97","67","95","82","43","35","49","52","43","109","47","37","76","49","48","75"
,"59","60","58","42","47","76","69","47","60","46","92","65","53","40","96","67","95","81","43","34","49","52","43","111","47","37","76","49","47","77"
,"59","59","58","42","47","76","69","47","61","44","97","65","52","40","96","69","96","84","43","34","48","54","44","114","47","37","76","49","46","79"
,"60","58","58","43","47","79","68","47","61","43","96","66","52","40","94","69","97","86","43","34","48","56","44","117","46","35","77","47","45","79"
